                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     98,                  1.354,                 1.9298,                 1.2174,                 0.2486,                0.18851,                0.12402,                 0.0818,                 1.3394,                 2.2886,                 1.2447,              0.0090496,              0.0090496,              0.0090496
                     99,                 1.3518,                 1.9419,                 1.2355,                0.28718,                0.17598,                0.13022,                0.08607,                 1.3318,                 2.2723,                 1.2444,              0.0090397,              0.0090397,              0.0090397
                    100,                 1.3639,                 1.9576,                 1.2372,                0.27331,                0.18351,                0.12761,                0.08503,                 1.3262,                 2.2599,                 1.2434,              0.0090298,              0.0090298,              0.0090298
                    101,                 1.3654,                 1.9415,                 1.2281,                0.24866,                0.19817,                0.12967,                0.08464,                  1.332,                 2.2622,                 1.2362,              0.0090199,              0.0090199,              0.0090199
                    102,                 1.3523,                 1.9438,                 1.2212,                0.26246,                0.18438,                0.13158,                0.08664,                 1.3222,                 2.2591,                 1.2283,                0.00901,                0.00901,                0.00901
                    103,                 1.3442,                 1.9058,                 1.2264,                0.21742,                0.18504,                0.13341,                  0.088,                 1.3232,                 2.2405,                  1.232,              0.0090001,              0.0090001,              0.0090001
                    104,                 1.3554,                 1.9224,                 1.2296,                0.27204,                0.18618,                0.13446,                0.08978,                 1.3111,                 2.2455,                 1.2273,              0.0089902,              0.0089902,              0.0089902
                    105,                 1.3377,                 1.9187,                   1.23,                0.27547,                0.18362,                0.13328,                0.08904,                  1.316,                  2.238,                 1.2376,              0.0089803,              0.0089803,              0.0089803
                    106,                 1.3597,                  1.906,                 1.2312,                 0.3037,                0.17623,                0.13795,                0.09415,                 1.3009,                 2.2368,                 1.2292,              0.0089704,              0.0089704,              0.0089704
                    107,                  1.339,                 1.9157,                 1.2182,                0.23825,                0.17822,                0.13643,                0.09179,                 1.3079,                 2.2288,                 1.2269,              0.0089605,              0.0089605,              0.0089605
                    108,                  1.342,                 1.8896,                 1.2237,                0.28236,                0.18691,                0.13542,                0.09095,                  1.312,                 2.2532,                 1.2276,              0.0089506,              0.0089506,              0.0089506
                    109,                 1.3356,                 1.8827,                 1.2175,                0.23855,                0.18522,                0.13844,                0.09202,                 1.3032,                 2.2218,                 1.2272,              0.0089407,              0.0089407,              0.0089407
                    110,                 1.3296,                 1.8781,                 1.2242,                0.25461,                0.17306,                0.13828,                0.09318,                 1.3127,                 2.2238,                  1.231,              0.0089308,              0.0089308,              0.0089308
                    111,                 1.3434,                 1.8758,                 1.2125,                0.24383,                0.16558,                0.13427,                0.09065,                 1.3116,                 2.2417,                 1.2318,              0.0089209,              0.0089209,              0.0089209
                    112,                  1.328,                 1.8684,                 1.2162,                0.21969,                0.18992,                0.13725,                0.09253,                 1.3134,                  2.222,                 1.2315,               0.008911,               0.008911,               0.008911
                    113,                 1.3436,                 1.8754,                 1.2205,                 0.2373,                0.17963,                0.13864,                0.09159,                 1.3164,                 2.2471,                 1.2306,              0.0089011,              0.0089011,              0.0089011
                    114,                 1.3576,                 1.8508,                 1.2103,                 0.2274,                 0.1935,                0.13855,                0.09349,                 1.3073,                 2.2432,                 1.2273,              0.0088912,              0.0088912,              0.0088912
                    115,                 1.3273,                  1.845,                 1.2245,                0.21878,                0.19405,                0.14236,                0.09581,                 1.3137,                 2.2191,                 1.2314,              0.0088813,              0.0088813,              0.0088813
                    116,                 1.3358,                 1.8612,                 1.2146,                0.22724,                0.20592,                  0.147,                 0.0991,                 1.3099,                  2.214,                 1.2305,              0.0088714,              0.0088714,              0.0088714
                    117,                 1.3411,                 1.8587,                  1.231,                0.24155,                0.19607,                0.14892,                0.09993,                  1.313,                 2.2262,                 1.2318,              0.0088615,              0.0088615,              0.0088615
                    118,                 1.3098,                 1.8136,                 1.2086,                0.27245,                0.17226,                0.14686,                 0.0999,                 1.3152,                 2.2437,                 1.2398,              0.0088516,              0.0088516,              0.0088516
                    119,                 1.3466,                 1.8411,                 1.2116,                  0.309,                0.17701,                0.14198,                 0.0957,                 1.3111,                 2.2505,                 1.2297,              0.0088417,              0.0088417,              0.0088417
                    120,                 1.3216,                 1.8215,                 1.2087,                0.29242,                0.18846,                0.14825,                0.09948,                 1.3116,                 2.2404,                 1.2318,              0.0088318,              0.0088318,              0.0088318
                    121,                 1.3269,                 1.8199,                 1.2153,                0.30345,                0.17803,                0.14326,                0.09711,                 1.3132,                 2.2336,                 1.2285,              0.0088219,              0.0088219,              0.0088219
                    122,                 1.3159,                 1.8431,                 1.2016,                0.32491,                0.17239,                0.14619,                0.09847,                 1.3034,                 2.2218,                 1.2256,               0.008812,               0.008812,               0.008812
                    123,                 1.3114,                 1.8021,                 1.2095,                0.25823,                0.18363,                0.14402,                0.09796,                 1.3037,                 2.2242,                 1.2261,              0.0088021,              0.0088021,              0.0088021
                    124,                 1.3187,                 1.8129,                  1.208,                0.24847,                0.17586,                0.14272,                0.09755,                 1.3051,                 2.2323,                 1.2272,              0.0087922,              0.0087922,              0.0087922
                    125,                 1.3293,                 1.7952,                 1.2107,                0.26107,                 0.1717,                 0.1439,                0.09754,                 1.3118,                 2.2278,                 1.2272,              0.0087823,              0.0087823,              0.0087823
                    126,                 1.3162,                 1.8149,                 1.2077,                 0.2591,                0.17961,                0.14811,                0.10085,                  1.305,                 2.2114,                 1.2228,              0.0087724,              0.0087724,              0.0087724
                    127,                 1.3168,                 1.7854,                 1.2029,                 0.2768,                0.18547,                0.15037,                 0.1017,                 1.3034,                 2.2103,                 1.2236,              0.0087625,              0.0087625,              0.0087625
                    128,                 1.3174,                 1.7686,                 1.1986,                0.31882,                0.17756,                0.15453,                0.10436,                 1.2991,                 2.2078,                 1.2223,              0.0087526,              0.0087526,              0.0087526
                    129,                 1.3276,                 1.7732,                 1.2114,                0.27945,                0.18601,                0.15352,                0.10447,                 1.3058,                 2.1996,                  1.227,              0.0087427,              0.0087427,              0.0087427
                    130,                  1.314,                 1.7767,                 1.2025,                0.28364,                0.17881,                0.15275,                 0.1052,                 1.3037,                  2.197,                 1.2257,              0.0087328,              0.0087328,              0.0087328
                    131,                  1.321,                 1.7668,                 1.2071,                0.26868,                0.19031,                0.15206,                0.10405,                 1.2952,                 2.1912,                 1.2223,              0.0087229,              0.0087229,              0.0087229
                    132,                 1.3133,                 1.7408,                 1.2091,                0.27225,                0.17998,                0.15251,                0.10509,                 1.2946,                 2.1958,                 1.2187,               0.008713,               0.008713,               0.008713
                    133,                 1.3074,                 1.7324,                  1.193,                0.25483,                0.19295,                0.15591,                0.10777,                  1.295,                 2.1853,                 1.2157,              0.0087031,              0.0087031,              0.0087031
