                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    104,                 1.1103,                 1.2449,                 1.1507,                0.37776,                 0.2602,                0.23813,                0.17073,                 1.3019,                 2.3408,                 1.3164,              0.0089902,              0.0089902,              0.0089902
                    105,                 1.1117,                 1.2324,                 1.1499,                0.39897,                 0.2511,                0.24325,                0.17517,                 1.2939,                 2.3322,                 1.3079,              0.0089803,              0.0089803,              0.0089803
                    106,                 1.1073,                 1.2188,                 1.1503,                0.40556,                0.25218,                0.24196,                0.17381,                 1.2954,                 2.3095,                  1.308,              0.0089704,              0.0089704,              0.0089704
                    107,                 1.1074,                 1.2091,                 1.1426,                0.44059,                0.24163,                0.24601,                0.17756,                 1.2898,                 2.3141,                 1.3049,              0.0089605,              0.0089605,              0.0089605
                    108,                 1.0969,                 1.1858,                 1.1406,                0.47263,                0.24343,                0.25064,                0.17903,                 1.3001,                 2.3299,                 1.3116,              0.0089506,              0.0089506,              0.0089506
                    109,                  1.121,                 1.2037,                 1.1522,                 0.4279,                0.25467,                0.24928,                0.17948,                 1.3034,                 2.3379,                 1.3154,              0.0089407,              0.0089407,              0.0089407
                    110,                 1.1052,                 1.1773,                 1.1462,                0.41964,                0.25424,                0.24865,                0.17697,                 1.2974,                 2.3159,                 1.3101,              0.0089308,              0.0089308,              0.0089308
                    111,                 1.1022,                  1.181,                 1.1401,                0.40074,                0.25921,                0.25603,                 0.1849,                 1.2902,                  2.297,                  1.304,              0.0089209,              0.0089209,              0.0089209
                    112,                 1.0839,                 1.1605,                 1.1337,                0.47601,                 0.2264,                0.25103,                0.18142,                 1.2906,                 2.3168,                 1.3046,               0.008911,               0.008911,               0.008911
                    113,                 1.0921,                 1.1488,                 1.1375,                0.49445,                0.24073,                0.25551,                0.18428,                 1.2908,                 2.3081,                 1.3043,              0.0089011,              0.0089011,              0.0089011
                    114,                 1.0892,                 1.1425,                 1.1369,                0.48875,                0.23646,                0.25703,                0.18493,                 1.2928,                 2.3134,                 1.3065,              0.0088912,              0.0088912,              0.0088912
                    115,                 1.0821,                 1.1323,                 1.1284,                0.42321,                0.26169,                0.25501,                0.18244,                 1.2816,                 2.3058,                 1.2941,              0.0088813,              0.0088813,              0.0088813
                    116,                 1.0728,                 1.1159,                 1.1264,                0.48779,                0.24725,                0.26029,                0.18813,                  1.279,                  2.302,                 1.2957,              0.0088714,              0.0088714,              0.0088714
                    117,                 1.0822,                 1.1268,                 1.1299,                0.45865,                0.25422,                0.26369,                 0.1903,                  1.287,                 2.3125,                 1.3026,              0.0088615,              0.0088615,              0.0088615
                    118,                 1.0724,                 1.0959,                 1.1197,                0.48975,                 0.2492,                0.26513,                0.19237,                 1.2896,                 2.3032,                 1.3062,              0.0088516,              0.0088516,              0.0088516
                    119,                 1.0762,                 1.1004,                 1.1227,                0.54045,                 0.2373,                0.26545,                0.19303,                 1.2798,                 2.2989,                 1.2957,              0.0088417,              0.0088417,              0.0088417
                    120,                 1.0747,                 1.0978,                 1.1245,                 0.5299,                0.23961,                0.26724,                0.19384,                 1.2886,                 2.2869,                 1.3022,              0.0088318,              0.0088318,              0.0088318
                    121,                  1.069,                 1.0702,                 1.1208,                0.56949,                0.23663,                0.26813,                0.19357,                 1.2827,                 2.3141,                 1.2994,              0.0088219,              0.0088219,              0.0088219
                    122,                 1.0712,                 1.0838,                 1.1165,                0.54813,                0.24095,                0.26669,                0.19382,                 1.2794,                  2.339,                 1.2992,               0.008812,               0.008812,               0.008812
                    123,                 1.0704,                 1.0653,                 1.1214,                 0.5159,                0.25448,                0.27007,                0.19761,                 1.2807,                 2.3321,                  1.298,              0.0088021,              0.0088021,              0.0088021
